"TRAM","Rang","GEOM_WKT"
"LRD0025","20 - 30 µg/m³","MULTILINESTRING ((431469.372790891 4588601.85187585,431458.232389961 4588621.85548976,431367.956924964 4588598.20902964))"
"T21253H","20 - 30 µg/m³","MULTILINESTRING ((428659.396543407 4580181.68713558,428651.983504178 4580178.02118627))"
"T06963O","30 - 40 µg/m³","MULTILINESTRING ((432216.889634759 4588955.96577304,432248.315649157 4589083.30473576,432242.622401168 4589183.62493697))"
"T21537Q","30 - 40 µg/m³","MULTILINESTRING ((431653.986906168 4590161.67293551,431680.90672957 4590132.87868627))"
"T01121M","20 - 30 µg/m³","MULTILINESTRING ((431009.273051286 4580956.93948436,431018.721993977 4580947.46939822))"
"T07053P","20 - 30 µg/m³","MULTILINESTRING ((426150.592007177 4582466.13473384,426151.436160166 4582486.11375809,426157.523323095 4582506.3297428,426171.128509366 4582528.08267264,426188.347680294 4582547.07557074,426200.717777963 4582557.41049246,426215.627862954 4582565.55639148))"
"T19463Q","20 - 30 µg/m³","MULTILINESTRING ((429812.861336242 4586107.81346706,429795.401747039 4586165.66169252))"
"T21260G","20 - 30 µg/m³","MULTILINESTRING ((429255.382823415 4580361.32188225,429246.795737914 4580351.79793285,429127.559103863 4580292.4197477,429137.865958703 4580271.21063666,429090.242710152 4580248.11196305))"
"T04230C","30 - 40 µg/m³","MULTILINESTRING ((430529.229838308 4584840.56003047,430493.228059829 4584876.97735785,430481.419173166 4584894.26647329))"
"T08414Y","20 - 30 µg/m³","MULTILINESTRING ((429569.282875617 4584514.90083429,429510.716401614 4584595.93940266))"
"T18939B","20 - 30 µg/m³","MULTILINESTRING ((431270.215425508 4587010.55785845,431233.909384217 4587012.52613643))"
"T01990X","30 - 40 µg/m³","MULTILINESTRING ((430311.146493747 4583130.93909336,430408.219369942 4583226.38950329))"
"T11922Q","20 - 30 µg/m³","MULTILINESTRING ((431656.865166183 4588349.14705599,431655.021197735 4588353.68707714,431626.080305564 4588373.83232821,431621.08329656 4588373.66636579))"
"T09940T","20 - 30 µg/m³","MULTILINESTRING ((432979.845767546 4582887.99151773,433074.173619488 4582980.95294567))"
"T19192M","20 - 30 µg/m³","MULTILINESTRING ((425581.700152243 4583128.51908001,425567.110536237 4583182.08027315,425545.845733241 4583212.38248147,425546.961795843 4583220.39848524))"
"T20711I","20 - 30 µg/m³","MULTILINESTRING ((427391.262888646 4583250.443492,427422.932154253 4583278.93829445))"
"T00445Z","20 - 30 µg/m³","MULTILINESTRING ((431750.014509979 4581787.93514732,431772.192390095 4581767.64894827))"
"T05764F","20 - 30 µg/m³","MULTILINESTRING ((432144.701937071 4585843.20537796,432221.884677571 4585925.28792511))"
"T18786C","20 - 30 µg/m³","MULTILINESTRING ((432987.777263293 4584792.32435469,432885.559916895 4584898.88428936))"
"T18580Q","20 - 30 µg/m³","MULTILINESTRING ((428312.19769403 4582642.35755499,428240.754936713 4582688.83416959))"
"T06384B","20 - 30 µg/m³","MULTILINESTRING ((432508.62150062 4587559.63035584,432429.59733529 4587553.92994505))"
"T00182V","20 - 30 µg/m³","MULTILINESTRING ((432232.996021662 4581362.24883596,432290.581241787 4581379.52542631))"
"T00491F","20 - 30 µg/m³","MULTILINESTRING ((431726.273012621 4581990.50563733,431781.593668382 4581933.96113178))"
"T15744G","20 - 30 µg/m³","MULTILINESTRING ((431578.950049923 4581893.77460508,431546.1428045 4581868.14981435,431532.620865651 4581878.9469333))"
"T10751L","20 - 30 µg/m³","MULTILINESTRING ((426805.646189227 4583146.31979031,426767.388457442 4583189.44514745))"
"T19102U","20 - 30 µg/m³","MULTILINESTRING ((428911.305858793 4585436.26825441,428921.279905736 4585440.42918514))"
"T02100L","30 - 40 µg/m³","MULTILINESTRING ((430310.246046411 4582940.79781118,430217.518644626 4583038.32566244))"
"T10474J","20 - 30 µg/m³","MULTILINESTRING ((428488.870600101 4583383.53634114,428434.306130791 4583332.90267929))"
"T02268I","20 - 30 µg/m³","MULTILINESTRING ((431554.362956543 4583596.46938798,431647.239779301 4583685.79082062))"
"T13657A","20 - 30 µg/m³","MULTILINESTRING ((432333.47491421 4587913.81024312,432284.08589615 4587921.50762926))"
"T21287R","20 - 30 µg/m³","MULTILINESTRING ((427403.862321233 4584488.91428158,427394.477378897 4584498.41636748,427369.888527645 4584523.00559204,427310.107877586 4584581.25013569,427297.555958426 4584594.44825131))"
"T07996B","20 - 30 µg/m³","MULTILINESTRING ((429690.67215438 4584263.9995307,429650.871509388 4584318.7489165))"
"T16732G","20 - 30 µg/m³","MULTILINESTRING ((425993.729140726 4575919.09373767,425880.530387942 4575974.46568091))"
"T02900J","20 - 30 µg/m³","MULTILINESTRING ((427865.746230505 4580565.04776084,427904.913364689 4580574.77147804,427928.824470227 4580583.8203102))"
"T03279P","20 - 30 µg/m³","MULTILINESTRING ((428445.636160146 4580833.26376512,428401.514563776 4580895.38719625))"
"T11640J","<= 20 µg/m³","MULTILINESTRING ((426848.140942628 4585342.28581512,426841.175078043 4585361.61089906,426832.922184186 4585377.33298704,426823.341200635 4585381.47706664,426811.047166972 4585379.55815721,426788.111036929 4585367.09431198,426768.041977537 4585363.37545889,426751.518947066 4585362.74858374,426742.35194917 4585364.91265701,426734.045973965 4585369.89772824,426724.772029369 4585379.12581362,426713.839134652 4585395.28592271,426699.957260043 4585414.70905947,426695.497342018 4585426.4571122,426698.398464065 4585441.98511491,426712.409751648 4585477.09806428,426712.650903873 4585497.16009448,426705.93698991 4585509.90816598,426695.943022837 4585516.31425232,426682.112010363 4585517.51135957,426650.777980896 4585520.06460229,426631.872974603 4585523.12275116,426620.318994458 4585528.12284714,426613.156041314 4585535.78691393,426608.258101244 4585544.71196548,426605.109246184 4585564.50802107,426600.663565613 4585607.62212374,426597.050647818 4585619.22516977,426588.621700238 4585627.88424778,426572.854747917 4585637.42638309,426560.596769917 4585642.85448511,426549.861747173 4585642.0585656,426543.486704322 4585637.70960721,426540.634653416 4585631.57161913))"
"T18806P","20 - 30 µg/m³","MULTILINESTRING ((429216.767284152 4586619.10682091,429218.607312459 4586622.46981227,429219.476326955 4586624.20680843,429221.105416607 4586635.71581439,429223.385426714 4586636.58479843,429220.996539735 4586652.00184121,429220.779618308 4586662.42485949,429234.133650484 4586663.94476029,429234.993756661 4586677.79377584))"
"T11834R","<= 20 µg/m³","MULTILINESTRING ((424609.031232045 4586766.07713281,424583.243442026 4586799.10938148,424576.20051138 4586809.71545191,424570.443645904 4586828.65752572,424567.903733176 4586840.69956413))"
"T06459D","20 - 30 µg/m³","MULTILINESTRING ((431861.325410034 4587547.8022376,431872.014725346 4587587.23321925))"
"T14861G","20 - 30 µg/m³","MULTILINESTRING ((430412.156331549 4581905.20446084,430610.855478441 4581884.04092327))"
"T05696K","20 - 30 µg/m³","MULTILINESTRING ((431785.210839858 4585507.3015605,431851.455397377 4585567.46015562))"
"T18278N","20 - 30 µg/m³","MULTILINESTRING ((431190.235983481 4581174.43644714,431200.485931113 4581165.4553557))"
"T10285G","20 - 30 µg/m³","MULTILINESTRING ((433407.170923238 4586640.71109634,433452.205537111 4586712.56886973))"
"T12349N","20 - 30 µg/m³","MULTILINESTRING ((431235.138528237 4587823.38141639,431240.768569535 4587827.68038058,431277.345045156 4587882.97219136))"
"T03143A","20 - 30 µg/m³","MULTILINESTRING ((427454.694915301 4581397.62116966,427471.071547974 4581345.89796551))"
"T15616Z","20 - 30 µg/m³","MULTILINESTRING ((432312.46084613 4581191.34697139,432332.787362079 4581123.48871307))"
"T02559Q","20 - 30 µg/m³","MULTILINESTRING ((430607.343845315 4584168.58442409,430716.683832799 4584276.14275918))"
"T00593K","20 - 30 µg/m³","MULTILINESTRING ((431512.029195958 4581663.39975915,431530.99820774 4581661.09161193,431547.158215172 4581658.78248599,431558.801226304 4581657.87939641,431566.144236446 4581657.72034054))"
"T10209U","20 - 30 µg/m³","MULTILINESTRING ((432326.266443686 4583372.43120409,432420.033271081 4583462.22763105))"
"T16601W","20 - 30 µg/m³","MULTILINESTRING ((431606.284305096 4581921.79544095,431612.397366306 4581928.60740507))"
"T04629V","20 - 30 µg/m³","MULTILINESTRING ((430012.643507242 4586089.59391735,430032.69649337 4586083.66475524,430078.869487394 4586073.44438746,430096.790442216 4586063.81423564,430127.53930492 4586039.39096249))"
"T16398M","20 - 30 µg/m³","MULTILINESTRING ((432650.27510773 4582078.56177459,432627.290255613 4582102.68598561))"
"T09416E","20 - 30 µg/m³","MULTILINESTRING ((433909.41433811 4584615.97111509,433890.457459037 4584635.69228844))"
"T03368P","20 - 30 µg/m³","MULTILINESTRING ((427245.808341137 4580969.24409849,427205.462191376 4580957.72338756))"
"T16539H","<= 20 µg/m³","MULTILINESTRING ((424716.718401289 4586370.20068537,424735.24348199 4586377.03355511,424768.572661082 4586393.80232787,424773.005653024 4586391.82429097))"
"T20829V","30 - 40 µg/m³","MULTILINESTRING ((425995.681508439 4583617.31867622,426004.034609593 4583628.92463035,426101.660693682 4583751.64307447,426107.676752655 4583758.17403864))"
"T14618X","20 - 30 µg/m³","MULTILINESTRING ((428726.551420286 4580415.35298553,428698.699222473 4580394.93916579))"
"T20480M","20 - 30 µg/m³","MULTILINESTRING ((426028.542236655 4580940.03031153,425920.423673259 4580887.83205321,425879.946513347 4580875.01534127))"
"T18094H","20 - 30 µg/m³","MULTILINESTRING ((431393.112476411 4587124.198109,431373.030514587 4587133.34227559,431360.172549712 4587140.60738449,431351.316574004 4587145.62445952,431348.654624159 4587152.79049108))"
"T11824P","<= 20 µg/m³","MULTILINESTRING ((424843.022310659 4586728.21129093,424834.418336377 4586733.37936464,424822.416300604 4586731.13145248,424813.385303691 4586733.40052485,424805.2063327 4586738.91559587,424799.995387725 4586747.25264875,424799.446467114 4586757.84466971,424801.290515989 4586763.91566528,424806.105601573 4586774.21964493,424808.090647458 4586779.86663876,424805.557681459 4586784.87666598))"
"T02206U","20 - 30 µg/m³","MULTILINESTRING ((429271.189827878 4582859.80059038,429226.667110014 4582905.95699945,429206.958376775 4582945.05220897))"
"T06041H","20 - 30 µg/m³","MULTILINESTRING ((432267.705034746 4587019.38132179,432265.272279649 4587052.20339239))"
"T18317D","20 - 30 µg/m³","MULTILINESTRING ((433686.865136022 4584897.19922521,433728.70247592 4584933.42296366))"
"T04195Q","20 - 30 µg/m³","MULTILINESTRING ((430402.92028658 4580716.6047101,430405.574195007 4580704.00667064,430395.876905322 4580667.84568859))"
"T10661K","20 - 30 µg/m³","MULTILINESTRING ((427892.34911071 4583440.65896821,428004.106275989 4583439.62711603))"
"T07110H","20 - 30 µg/m³","MULTILINESTRING ((426979.937320461 4582469.69542801,426963.641674406 4582519.62862855))"
"T18831Q","30 - 40 µg/m³","MULTILINESTRING ((428811.77376122 4580706.44378609,428799.833829603 4580717.87189446,428791.359938463 4580733.9289836,428790.914095246 4580754.67001892))"
"T16193B","20 - 30 µg/m³","MULTILINESTRING ((428521.843650146 4586281.26757099,428531.163865574 4586307.81654242,428545.59814505 4586341.77848675,428557.909466228 4586381.68345671,428562.154800626 4586424.98549349,428561.731050657 4586458.09854954,428564.50740068 4586503.76360124))"
"T14967P","20 - 30 µg/m³","MULTILINESTRING ((426614.498291196 4583988.54553104,426646.936554635 4584016.57632676))"
"T11064Z","20 - 30 µg/m³","MULTILINESTRING ((427893.637861706 4583670.7723089,427895.477542764 4583759.99543071,427897.66870566 4583780.97844595))"
"T12129D","20 - 30 µg/m³","MULTILINESTRING ((431256.711426938 4586617.34133391,431259.572852692 4586672.98440101))"
"T21446O","20 - 30 µg/m³","MULTILINESTRING ((428082.21747392 4580157.83048628,428032.60594589 4580098.31177145))"
"T17931P","20 - 30 µg/m³","MULTILINESTRING ((430172.589020839 4585860.49233292,430163.642998993 4585859.43239932,430150.502147554 4585881.75053511))"
"T13270L","20 - 30 µg/m³","MULTILINESTRING ((433945.527478999 4585152.90065625,433904.7351062 4585112.14090302))"
"T01578P","20 - 30 µg/m³","MULTILINESTRING ((431203.750495193 4581370.67364579,431207.85254988 4581377.03662447))"
"T21240C","20 - 30 µg/m³","MULTILINESTRING ((428289.264321387 4581149.68744111,428239.871728808 4581213.38191468))"
"T04459V","20 - 30 µg/m³","MULTILINESTRING ((430698.035121081 4585502.00077765,430635.228235154 4585529.91029767))"
"T03503E","20 - 30 µg/m³","MULTILINESTRING ((429476.452685182 4580561.78251042,429478.019252915 4580504.53641042))"
"T06010A","20 - 30 µg/m³","MULTILINESTRING ((432006.121642033 4587020.89530422,431972.226622893 4587025.28456776,431965.900588791 4587022.07361054))"
"T19926A","20 - 30 µg/m³","MULTILINESTRING ((430737.92432192 4584993.08668116,430692.43561056 4585040.24209649))"
"T13401E","20 - 30 µg/m³","MULTILINESTRING ((432207.783275405 4582716.69810119,432311.273113498 4582805.94745391))"
"T10743L","20 - 30 µg/m³","MULTILINESTRING ((426677.984821503 4583123.99472789,426687.656788153 4583117.62764453,426706.238764195 4583110.67649246,426771.067725834 4583092.37997103,426864.554653563 4583063.7682157))"
"T16294F","<= 20 µg/m³","MULTILINESTRING ((431859.025682122 4590749.06430274,431878.615643857 4590740.00714007,431891.464594561 4590730.87802838,431904.482550655 4590722.42491646,431914.964488688 4590712.11182086,431922.910451001 4590705.51775031,431932.209461615 4590705.01067903,431942.183506642 4590708.89960952,431945.903552203 4590714.14058953,431947.132591971 4590719.12858803))"
"T08886A","20 - 30 µg/m³","MULTILINESTRING ((431788.495944752 4584861.81253343,431849.17681799 4584964.2552291))"
"T11263E","20 - 30 µg/m³","MULTILINESTRING ((428392.649394294 4584296.74046139,428425.197695031 4584329.65226352))"
"T00551A","20 - 30 µg/m³","MULTILINESTRING ((431516.220607739 4581716.74080913,431527.186798824 4581739.65776117))"
"T08328B","20 - 30 µg/m³","MULTILINESTRING ((428359.401934239 4585163.31802656,428369.812784006 4585141.44691423,428379.646572233 4585111.60479424,428380.784381445 4585086.29474731,428379.344181933 4585060.36371908,428372.482416106 4584961.09562123,428373.522255793 4584939.80958111,428373.522108153 4584920.40155175,428373.978046337 4584912.18253585))"
"T04430I","20 - 30 µg/m³","MULTILINESTRING ((431208.051718773 4585741.13530178,431103.908960127 4585662.14996329))"
"T09497V","20 - 30 µg/m³","MULTILINESTRING ((434138.144730731 4585147.13219072,434234.811571214 4585238.33160201))"
"T00345W","20 - 30 µg/m³","MULTILINESTRING ((431463.977925207 4581374.30267993,431498.72035786 4581424.18149325))"
"T05856I","20 - 30 µg/m³","MULTILINESTRING ((432219.287770012 4586070.09217597,432217.916312991 4586142.07730124))"
"T04923Y","20 - 30 µg/m³","MULTILINESTRING ((429416.347446904 4585807.07400366,429438.925271697 4585779.30178731,429496.75183788 4585710.1412363,429498.027755608 4585699.00720874))"
"T01577O","20 - 30 µg/m³","MULTILINESTRING ((431110.490825863 4581433.18744816,431090.074637158 4581412.50757113))"
"T18238F","20 - 30 µg/m³","MULTILINESTRING ((432795.813512216 4582497.02031328,432778.463618718 4582514.55047145))"
"T02948Z","20 - 30 µg/m³","MULTILINESTRING ((428428.520917549 4580541.30744544,428429.872384285 4580602.52252953))"
"T05027F","20 - 30 µg/m³","MULTILINESTRING ((429989.09950793 4585301.47983253,429970.507514719 4585306.17898161))"
"T05059N","20 - 30 µg/m³","MULTILINESTRING ((430089.121323341 4584993.69659971,430123.486550138 4585016.51037247))"
"RL0008H","> 40 µg/m³","MULTILINESTRING ((432582.130422384 4581904.68962744,432579.438656519 4581902.0060346,432566.708544699 4581889.87611224,432559.738483834 4581883.27615511,432553.878432919 4581877.72619062,432548.028381597 4581872.19622649,432539.168306987 4581864.14628138,432530.128232852 4581856.25633781,432521.948166248 4581849.13638891,432513.748100064 4581842.07644022,432507.968054313 4581837.23647625,432505.188032337 4581834.90649414,432496.507965744 4581827.91654915,432490.847923952 4581823.56658518,432487.377898239 4581820.89660712,432478.127831872 4581814.00666697,432470.567778478 4581808.51671582,432468.817765987 4581807.24672698,432459.377701562 4581800.68678859,432449.30763496 4581793.97685442,432439.207568569 4581787.27692047,432431.157515703 4581781.95697321,432425.437478881 4581778.2770112,432423.087463706 4581776.75702664,432415.787419103 4581772.35707504,432408.397374202 4581767.96712454,432399.986424785 4581762.78671521))"
"T08712F","20 - 30 µg/m³","MULTILINESTRING ((428823.066343783 4585386.28084613,428871.685269056 4585498.60665598))"
"T19432J","20 - 30 µg/m³","MULTILINESTRING ((431208.051718773 4585741.13530178,431217.493839346 4585755.13925275,431231.920520972 4585842.25428304))"
"T09038Y","20 - 30 µg/m³","MULTILINESTRING ((432213.66421087 4584547.82384129,432228.418602782 4584596.34180313))"
